name,category,value,complexity,size_mb,path
Strangers Again_2.jpeg,AI/ML,1.00,N/A,0.004,/Users/steven/Music/nocturneMelodies/Discography0g/Strangers_Again/Strangers Again_2.jpeg
Strangers Again_3.jpeg,AI/ML,1.00,N/A,0.004,/Users/steven/Music/nocturneMelodies/Discography0g/Strangers_Again/Strangers Again_3.jpeg
Strangers Again_1.jpeg,AI/ML,1.00,N/A,0.004,/Users/steven/Music/nocturneMelodies/Discography0g/Strangers_Again/Strangers Again_1.jpeg
Strangers Again.jpeg,AI/ML,1.00,N/A,0.004,/Users/steven/Music/nocturneMelodies/Discography0g/Strangers_Again/Strangers Again.jpeg
A_Warriors_Lullaby.mp3,General,0.00,N/A,5.144,/Users/steven/Music/nocturneMelodies/Discography0g/A_Warriors_Lullaby/A_Warriors_Lullaby.mp3
A_Warriors_Lullaby_transcript.txt,Automation Scripts,0.00,N/A,0.002,/Users/steven/Music/nocturneMelodies/Discography0g/A_Warriors_Lullaby/A_Warriors_Lullaby_transcript.txt
A_Warriors_Lullaby_analysis.txt,Data Analysis,0.00,N/A,0.004,/Users/steven/Music/nocturneMelodies/Discography0g/A_Warriors_Lullaby/A_Warriors_Lullaby_analysis.txt
Kbong_In_Session446.mp3,General,0.00,N/A,4.377,/Users/steven/Music/nocturneMelodies/Discography0g/Kbong_In_Session446/Kbong_In_Session446.mp3
Spaceship_Earth_Revolution.mp3,General,0.00,N/A,13.481,/Users/steven/Music/nocturneMelodies/Discography0g/Spaceship_Earth_Revolution/Spaceship_Earth_Revolution.mp3
Itchy_Isle800_1.mp3,General,0.00,N/A,9.775,/Users/steven/Music/nocturneMelodies/Discography0g/ITCHY_ISLE/Itchy_Isle800_1.mp3
Itchy_Isle659_1.mp3,General,0.00,N/A,8.911,/Users/steven/Music/nocturneMelodies/Discography0g/ITCHY_ISLE/Itchy_Isle659_1.mp3
Must_Be_War.mp3,General,0.00,N/A,8.232,/Users/steven/Music/nocturneMelodies/Discography0g/Must_Be_War/Must_Be_War.mp3
The_Spirits_Are_Near_Duo0309_1.mp3,General,0.00,N/A,4.395,/Users/steven/Music/nocturneMelodies/Discography0g/THE_SPIRITS_ARE_NEAR/The_Spirits_Are_Near_Duo0309_1.mp3
The_Spirits_Are_Near0109.mp3,General,0.00,N/A,1.485,/Users/steven/Music/nocturneMelodies/Discography0g/THE_SPIRITS_ARE_NEAR/The_Spirits_Are_Near0109.mp3
The_Spirits_Are_Near0254.mp3,General,0.00,N/A,4.03,/Users/steven/Music/nocturneMelodies/Discography0g/THE_SPIRITS_ARE_NEAR/The_Spirits_Are_Near0254.mp3
The_Spirits_Are_Near_Duo0309.mp3,General,0.00,N/A,4.395,/Users/steven/Music/nocturneMelodies/Discography0g/THE_SPIRITS_ARE_NEAR/The_Spirits_Are_Near_Duo0309.mp3
How_350_Years_Of_Royal_Drama_Forged_Engl_2025_08_27805_1.mp3,General,0.00,N/A,18.54,/Users/steven/Music/nocturneMelodies/Discography0g/How_350_Years_Of_Royal_Drama_Forged_Engl_2025_08_27805/How_350_Years_Of_Royal_Drama_Forged_Engl_2025_08_27805_1.mp3
Blues-in-the-Moonlit-Nights.mp3,General,0.00,N/A,3.921,/Users/steven/Music/nocturneMelodies/Discography0g/Blues_in_the_Moonlit_Nights/Blues-in-the-Moonlit-Nights.mp3
blues-in-the-alley-haunted-strings-nocturnal-notes.mp3,General,0.00,N/A,5.494,/Users/steven/Music/nocturneMelodies/Discography0g/Blues_in_the_Moonlit_Nights/blues-in-the-alley-haunted-strings-nocturnal-notes.mp3
Blues in the Alley Haunted Strings Nocturnal Notes.mp3,General,0.00,N/A,5.497,/Users/steven/Music/nocturneMelodies/Discography0g/Blues_in_the_Moonlit_Nights/Blues in the Alley Haunted Strings Nocturnal Notes.mp3
Blues-in-the-Alley-Haunted-Strings-Nocturnal-Notes2.mp3,General,0.00,N/A,4.508,/Users/steven/Music/nocturneMelodies/Discography0g/Blues_in_the_Moonlit_Nights/Blues-in-the-Alley-Haunted-Strings-Nocturnal-Notes2.mp3
Stormchild_Girl.mp3,General,0.00,N/A,4.009,/Users/steven/Music/nocturneMelodies/Discography0g/Stormchild_Girl/Stormchild_Girl.mp3
Stormchild_Girl0000_1.mp3,General,0.00,N/A,4.529,/Users/steven/Music/nocturneMelodies/Discography0g/Stormchild_Girl/Stormchild_Girl0000_1.mp3
Recognized_1.jpeg,General,0.00,N/A,0.005,/Users/steven/Music/nocturneMelodies/Discography0g/Recognized/Recognized_1.jpeg
Recognized.mp3,General,0.00,N/A,4.851,/Users/steven/Music/nocturneMelodies/Discography0g/Recognized/Recognized.mp3
Recognized.jpeg,General,0.00,N/A,0.005,/Users/steven/Music/nocturneMelodies/Discography0g/Recognized/Recognized.jpeg
Recognized_2.jpeg,General,0.00,N/A,0.005,/Users/steven/Music/nocturneMelodies/Discography0g/Recognized/Recognized_2.jpeg
Recognized_3.jpeg,General,0.00,N/A,0.005,/Users/steven/Music/nocturneMelodies/Discography0g/Recognized/Recognized_3.jpeg
Recognized_1.mp3,General,0.00,N/A,5.384,/Users/steven/Music/nocturneMelodies/Discography0g/Recognized/Recognized_1.mp3
Whisper-of-the-Willow.mp3,General,0.00,N/A,5.477,/Users/steven/Music/nocturneMelodies/Discography0g/Whisper_of_the_Willow/Whisper-of-the-Willow.mp3
Whisper of the Willow.mp3,General,0.00,N/A,5.48,/Users/steven/Music/nocturneMelodies/Discography0g/Whisper_of_the_Willow/Whisper of the Willow.mp3
In_The_Hollow2390239.mp3,General,0.00,N/A,3.838,/Users/steven/Music/nocturneMelodies/Discography0g/In_The_Hollow2390239/In_The_Hollow2390239.mp3
In_The_Hollow156_Pt20156_1.mp3,General,0.00,N/A,2.788,/Users/steven/Music/nocturneMelodies/Discography0g/In_The_Hollow2390239/In_The_Hollow156_Pt20156_1.mp3
In_The_Hollow156_Pt20156_1_1.mp3,General,0.00,N/A,2.784,/Users/steven/Music/nocturneMelodies/Discography0g/In_The_Hollow2390239/In_The_Hollow156_Pt20156_1_1.mp3
mix_bookOmemory_HearTsFoRoGGetten_Remix.mp3,General,0.00,N/A,5.048,/Users/steven/Music/nocturneMelodies/Discography0g/mix_bookOmemory_HearTsFoRoGGetten_Remix/mix_bookOmemory_HearTsFoRoGGetten_Remix.mp3
Fellowcello050_1.mp3,General,0.00,N/A,1.007,/Users/steven/Music/nocturneMelodies/Discography0g/Fellowcello050/Fellowcello050_1.mp3
Dance_Like_Nobodys_Watching_Remastered10218.mp3,General,0.00,N/A,3.183,/Users/steven/Music/nocturneMelodies/Discography0g/Dance_Like_Nobodys_Watching/Dance_Like_Nobodys_Watching_Remastered10218.mp3
Dance-Like-Nobody's-Watching.mp3,General,0.00,N/A,3.188,/Users/steven/Music/nocturneMelodies/Discography0g/Dance_Like_Nobodys_Watching/Dance-Like-Nobody's-Watching.mp3
Dance_Like_Nobody's_Watching219.mp3,General,0.00,N/A,3.191,/Users/steven/Music/nocturneMelodies/Discography0g/Dance_Like_Nobodys_Watching/Dance_Like_Nobody's_Watching219.mp3
Dance_Like_Nobodys_Watching_Remastered0218.mp3,General,0.00,N/A,3.183,/Users/steven/Music/nocturneMelodies/Discography0g/Dance_Like_Nobodys_Watching/Dance_Like_Nobodys_Watching_Remastered0218.mp3
Dance_Like_Nobodys_Watching.mp3,General,0.00,N/A,3.191,/Users/steven/Music/nocturneMelodies/Discography0g/Dance_Like_Nobodys_Watching/Dance_Like_Nobodys_Watching.mp3
Thewaysoforder0049_1.mp3,General,0.00,N/A,1.007,/Users/steven/Music/nocturneMelodies/Discography0g/Thewaysoforder0049/Thewaysoforder0049_1.mp3
Cannon Blastin.mp3,General,0.00,N/A,3.789,/Users/steven/Music/nocturneMelodies/Discography0g/Cannon_Blastin/Cannon Blastin.mp3
Cannon_Blastin.mp3,General,0.00,N/A,3.787,/Users/steven/Music/nocturneMelodies/Discography0g/Cannon_Blastin/Cannon_Blastin.mp3
Sour Orange_1.jpeg,General,0.00,N/A,0.006,/Users/steven/Music/nocturneMelodies/Discography0g/Sour_Orange/Sour Orange_1.jpeg
Sour Orange.jpeg,General,0.00,N/A,0.006,/Users/steven/Music/nocturneMelodies/Discography0g/Sour_Orange/Sour Orange.jpeg
Sour Orange.mp3,General,0.00,N/A,3.662,/Users/steven/Music/nocturneMelodies/Discography0g/Sour_Orange/Sour Orange.mp3
Circles0254.mp3,General,0.00,N/A,3.706,/Users/steven/Music/nocturneMelodies/Discography0g/CIRCLES/Circles0254.mp3
Circles0211.mp3,General,0.00,N/A,2.825,/Users/steven/Music/nocturneMelodies/Discography0g/CIRCLES/Circles0211.mp3
Money_Maker.mp3,General,0.00,N/A,6.002,/Users/steven/Music/nocturneMelodies/Discography0g/Money_Maker/Money_Maker.mp3
Dark Alleys_1.mp3,General,0.00,N/A,3.31,/Users/steven/Music/nocturneMelodies/Discography0g/Dark_Alleys/Dark Alleys_1.mp3
Dark Alleys_2.jpeg,General,0.00,N/A,0.006,/Users/steven/Music/nocturneMelodies/Discography0g/Dark_Alleys/Dark Alleys_2.jpeg
Dark Alleys.jpeg,General,0.00,N/A,0.006,/Users/steven/Music/nocturneMelodies/Discography0g/Dark_Alleys/Dark Alleys.jpeg
Dark Alleys_3.jpeg,General,0.00,N/A,0.007,/Users/steven/Music/nocturneMelodies/Discography0g/Dark_Alleys/Dark Alleys_3.jpeg
Dark Alleys.mp3,General,0.00,N/A,4.725,/Users/steven/Music/nocturneMelodies/Discography0g/Dark_Alleys/Dark Alleys.mp3
Dark Alleys_1.jpeg,General,0.00,N/A,0.007,/Users/steven/Music/nocturneMelodies/Discography0g/Dark_Alleys/Dark Alleys_1.jpeg
Riptide.jpeg,General,0.00,N/A,0.004,/Users/steven/Music/nocturneMelodies/Discography0g/Riptide/Riptide.jpeg
Riptide.mp3,General,0.00,N/A,3.574,/Users/steven/Music/nocturneMelodies/Discography0g/Riptide/Riptide.mp3
Riptide_1.jpeg,General,0.00,N/A,0.004,/Users/steven/Music/nocturneMelodies/Discography0g/Riptide/Riptide_1.jpeg
Heroes_Rise_Villains_Overthrow.mp3,AI/ML,1.00,N/A,3.284,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow.mp3
Heroes_Rise_Villains_Overthrow_17.mp3,AI/ML,1.00,N/A,4.801,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_17.mp3
Heroes_Rise_Villains_Overthrow_1.mp3,AI/ML,1.00,N/A,2.682,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_1.mp3
Heroes_Rise_Villains_Overthrow_16.mp3,AI/ML,1.00,N/A,2.445,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_16.mp3
Heroes_Rise_Villains_Overthrow_14.mp3,AI/ML,1.00,N/A,3.197,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_14.mp3
Heroes_Rise_Villains_Overthrow_3.mp3,AI/ML,1.00,N/A,2.733,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_3.mp3
Heroes_Rise_Villains_Overthrow_2.mp3,AI/ML,1.00,N/A,5.513,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_2.mp3
Heroes_Rise_Villains_Overthrow_15.mp3,AI/ML,1.00,N/A,2.682,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_15.mp3
Heroes_Rise_Villains_Overthrow_11.mp3,AI/ML,1.00,N/A,2.729,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_11.mp3
Heroes_Rise_Villains_Overthrow_6.mp3,AI/ML,1.00,N/A,3.956,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_6.mp3
Heroes_Rise_Villains_Overthrow_7.mp3,AI/ML,1.00,N/A,2.729,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_7.mp3
Heroes_Rise_Villains_Overthrow_10.mp3,AI/ML,1.00,N/A,3.374,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_10.mp3
Heroes_Rise_Villains_Overthrow_12.mp3,AI/ML,1.00,N/A,3.725,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_12.mp3
Heroes_Rise_Villains_Overthrow_5.mp3,AI/ML,1.00,N/A,2.729,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_5.mp3
Heroes_Rise_Villains_Overthrow_4.mp3,AI/ML,1.00,N/A,3.696,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_4.mp3
Heroes_Rise_Villains_Overthrow_13.mp3,AI/ML,1.00,N/A,2.732,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_13.mp3
Heroes_Rise_Villains_Overthrow_22.mp3,AI/ML,1.00,N/A,2.732,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_22.mp3
Heroes_Rise_Villains_Overthrow_9.mp3,AI/ML,1.00,N/A,2.752,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_9.mp3
Heroes_Rise_Villains_Overthrow_8.mp3,AI/ML,1.00,N/A,3.198,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_8.mp3
Heroes_Rise_Villains_Overthrow_23.mp3,AI/ML,1.00,N/A,3.171,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_23.mp3
Heroes_Rise_Villains_Overthrow_21.mp3,AI/ML,1.00,N/A,3.198,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_21.mp3
Heroes_Rise_Villains_Overthrow_24.mp3,AI/ML,1.00,N/A,2.728,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_24.mp3
Heroes_Rise_Villains_Overthrow_18.mp3,AI/ML,1.00,N/A,2.725,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_18.mp3
Heroes_Rise_Villains_Overthrow_19.mp3,AI/ML,1.00,N/A,2.729,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_19.mp3
Heroes_Rise_Villains_Overthrow_25.mp3,AI/ML,1.00,N/A,4.269,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_25.mp3
Heroes_Rise_Villains_Overthrow_27.mp3,AI/ML,1.00,N/A,3.743,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_27.mp3
Heroes_Rise_Villains_Overthrow_26.mp3,AI/ML,1.00,N/A,4.799,/Users/steven/Music/nocturneMelodies/Discography0g/HEROES/Heroes_Rise_Villains_Overthrow_26.mp3
"Me,_Myself_And_Why_(just_Me)_M_400_Pl.mp3",General,0.00,N/A,5.494,"/Users/steven/Music/nocturneMelodies/Discography0g/Me,_Myself_And_Why_(just_Me)_M_400_Pl/Me,_Myself_And_Why_(just_Me)_M_400_Pl.mp3"
Beginning.mp3,General,0.00,N/A,9.764,/Users/steven/Music/nocturneMelodies/Discography0g/Beginning/Beginning.mp3
Beginning_1_1.mp3,General,0.00,N/A,8.901,/Users/steven/Music/nocturneMelodies/Discography0g/Beginning/Beginning_1_1.mp3
Boum_Boum_Chat.mp3,General,0.00,N/A,2.747,/Users/steven/Music/nocturneMelodies/Discography0g/Boum_Boum_Chat/Boum_Boum_Chat.mp3
Stacie_Grunge.mp3,General,0.00,N/A,0.133,/Users/steven/Music/nocturneMelodies/Discography0g/Stacie/Stacie_Grunge.mp3
Stacie_The_Wind_Dont_Ask_Why3320332_1.mp3,General,0.00,N/A,4.424,/Users/steven/Music/nocturneMelodies/Discography0g/Stacie/Stacie_The_Wind_Dont_Ask_Why3320332_1.mp3
Stacie_Grunge0353_1_1.mp3,General,0.00,N/A,5.168,/Users/steven/Music/nocturneMelodies/Discography0g/Stacie/Stacie_Grunge0353_1_1.mp3
Stacie_The_Wind_Dont_Ask_Why320_1.mp3,General,0.00,N/A,4.709,/Users/steven/Music/nocturneMelodies/Discography0g/Stacie/Stacie_The_Wind_Dont_Ask_Why320_1.mp3
Stacie_Grunge0353_1.mp3,General,0.00,N/A,5.013,/Users/steven/Music/nocturneMelodies/Discography0g/Stacie/Stacie_Grunge0353_1.mp3
Stacies_Dust_And_Flame2540254_1.mp3,General,0.00,N/A,3.719,/Users/steven/Music/nocturneMelodies/Discography0g/Stacie/Stacies_Dust_And_Flame2540254_1.mp3
Stacie_The_Wind_Dont_Ask_Why3190319_1.mp3,General,0.00,N/A,4.391,/Users/steven/Music/nocturneMelodies/Discography0g/Stacie/Stacie_The_Wind_Dont_Ask_Why3190319_1.mp3
Santa_Claus_Needs_A_Witness_1_1.mp3,General,0.00,N/A,2.176,/Users/steven/Music/nocturneMelodies/Discography0g/Santa_Claus_Needs_A_Witness/Santa_Claus_Needs_A_Witness_1_1.mp3
Santa_Claus_Needs_A_Witness.mp3,General,0.00,N/A,2.237,/Users/steven/Music/nocturneMelodies/Discography0g/Santa_Claus_Needs_A_Witness/Santa_Claus_Needs_A_Witness.mp3
Santa_Claus_Needs_A_Witness_1.mp3,General,0.00,N/A,2.237,/Users/steven/Music/nocturneMelodies/Discography0g/Santa_Claus_Needs_A_Witness/Santa_Claus_Needs_A_Witness_1.mp3
Burn_Out.mp3,General,0.00,N/A,3.444,/Users/steven/Music/nocturneMelodies/Discography0g/Burn_Out/Burn_Out.mp3
Dont_Wanna_See_You_No_More.mp3,General,0.00,N/A,4.95,/Users/steven/Music/nocturneMelodies/Discography0g/Dont_Wanna_See_You_No_More/Dont_Wanna_See_You_No_More.mp3
Moonlight Night.mp3,General,0.00,N/A,6.54,/Users/steven/Music/nocturneMelodies/Discography0g/Moonlight_Night/Moonlight Night.mp3
Drink_Of_Me_Beast_Remix0227_1.mp3,General,0.00,N/A,2.903,/Users/steven/Music/nocturneMelodies/Discography0g/Drink_Of_Me_Beast_Remix0227/Drink_Of_Me_Beast_Remix0227_1.mp3
unraveling_light_1.mp3,General,0.00,N/A,4.465,/Users/steven/Music/nocturneMelodies/Discography0g/Unraveling_Light/unraveling_light_1.mp3
Unraveling_Light2.mp3,General,0.00,N/A,5.338,/Users/steven/Music/nocturneMelodies/Discography0g/Unraveling_Light/Unraveling_Light2.mp3
Unraveling_Light2_1.mp3,General,0.00,N/A,4.821,/Users/steven/Music/nocturneMelodies/Discography0g/Unraveling_Light/Unraveling_Light2_1.mp3
Fantasy_Ballade_Lyricremix440_1.mp3,General,0.00,N/A,5.922,/Users/steven/Music/nocturneMelodies/Discography0g/Fantasy_Ballade_Lyricremix440/Fantasy_Ballade_Lyricremix440_1.mp3
Midnight_Reckoning316.mp3,General,0.00,N/A,4.404,/Users/steven/Music/nocturneMelodies/Discography0g/MIDNIGHT_RECKONING/Midnight_Reckoning316.mp3
Midnight_Reckoning312.mp3,General,0.00,N/A,4.221,/Users/steven/Music/nocturneMelodies/Discography0g/MIDNIGHT_RECKONING/Midnight_Reckoning312.mp3
Catheria_(2).mp3,General,0.00,N/A,2.558,/Users/steven/Music/nocturneMelodies/Discography0g/Catheria/Catheria_(2).mp3
Catheria_(3).mp3,General,0.00,N/A,3.767,/Users/steven/Music/nocturneMelodies/Discography0g/Catheria/Catheria_(3).mp3
Catheria_(4).mp3,General,0.00,N/A,3.621,/Users/steven/Music/nocturneMelodies/Discography0g/Catheria/Catheria_(4).mp3
Catheria_(1).mp3,General,0.00,N/A,2.355,/Users/steven/Music/nocturneMelodies/Discography0g/Catheria/Catheria_(1).mp3
Catheria_1.mp3,General,0.00,N/A,7.168,/Users/steven/Music/nocturneMelodies/Discography0g/Catheria/Catheria_1.mp3
Itchy0000_1.mp3,General,0.00,N/A,2.189,/Users/steven/Music/nocturneMelodies/Discography0g/ITCHY/Itchy0000_1.mp3
Itchy0414_1.mp3,General,0.00,N/A,5.496,/Users/steven/Music/nocturneMelodies/Discography0g/ITCHY/Itchy0414_1.mp3
Itchy0427_1.mp3,General,0.00,N/A,5.899,/Users/steven/Music/nocturneMelodies/Discography0g/ITCHY/Itchy0427_1.mp3
No more love songs.mp3,General,0.00,N/A,6.14,/Users/steven/Music/nocturneMelodies/Discography0g/No_More_Love_Songs/No more love songs.mp3
Eurydice_Kaos_Netflix_Soundtrack.mp3,General,0.00,N/A,6.661,/Users/steven/Music/nocturneMelodies/Discography0g/Eurydice_Kaos_Netflix_Soundtrack/Eurydice_Kaos_Netflix_Soundtrack.mp3
A_Dog_Song_transcript.txt,Automation Scripts,0.00,N/A,0.0,/Users/steven/Music/nocturneMelodies/Discography0g/A_Dog_Song/A_Dog_Song_transcript.txt
A_Dog_Song.mp3,General,0.00,N/A,1.728,/Users/steven/Music/nocturneMelodies/Discography0g/A_Dog_Song/A_Dog_Song.mp3
Lost_In_My_Own_Head.mp3,General,0.00,N/A,2.998,/Users/steven/Music/nocturneMelodies/Discography0g/Lost_In_My_Own_Head/Lost_In_My_Own_Head.mp3
Acoustice_Circles647_1.mp3,General,0.00,N/A,9.32,/Users/steven/Music/nocturneMelodies/Discography0g/Acoustice_Circles647/Acoustice_Circles647_1.mp3
Acoustice_Circles647_1_transcript.txt,Automation Scripts,0.00,N/A,0.002,/Users/steven/Music/nocturneMelodies/Discography0g/Acoustice_Circles647/Acoustice_Circles647_1_transcript.txt
Acoustice_Circles647_1_analysis.txt,Automation Scripts,1.00,N/A,0.002,/Users/steven/Music/nocturneMelodies/Discography0g/Acoustice_Circles647/Acoustice_Circles647_1_analysis.txt
Royalty_Of_Refuse_1.mp3,General,0.00,N/A,5.217,/Users/steven/Music/nocturneMelodies/Discography0g/Royalty_Of_Refuse/Royalty_Of_Refuse_1.mp3
Royalty-of-Refuse.mp3,General,0.00,N/A,5.215,/Users/steven/Music/nocturneMelodies/Discography0g/Royalty_Of_Refuse/Royalty-of-Refuse.mp3
There's_A_Feeling_1.mp3,General,0.00,N/A,4.74,/Users/steven/Music/nocturneMelodies/Discography0g/Theres_A_Feeling/There's_A_Feeling_1.mp3
Somewhere_Deeper_Down_1.mp3,General,0.00,N/A,4.23,/Users/steven/Music/nocturneMelodies/Discography0g/Somewhere_Deeper_Down/Somewhere_Deeper_Down_1.mp3
Somewhere_Deeper_Down.mp3,General,0.00,N/A,4.248,/Users/steven/Music/nocturneMelodies/Discography0g/Somewhere_Deeper_Down/Somewhere_Deeper_Down.mp3
Somewhere_Deeper_Down_1_1.mp3,General,0.00,N/A,4.161,/Users/steven/Music/nocturneMelodies/Discography0g/Somewhere_Deeper_Down/Somewhere_Deeper_Down_1_1.mp3
Someone_Take_My_Place.mp3,General,0.00,N/A,5.494,/Users/steven/Music/nocturneMelodies/Discography0g/Someone_Take_My_Place/Someone_Take_My_Place.mp3
Martian_Teenage_Catastrophe.mp3,General,0.00,N/A,3.894,/Users/steven/Music/nocturneMelodies/Discography0g/Martian_Teenage_Catastrophe/Martian_Teenage_Catastrophe.mp3
Suno_Suno_04_1.mp3,General,0.00,N/A,1.148,/Users/steven/Music/nocturneMelodies/Discography0g/Suno_Suno/Suno_Suno_04_1.mp3
Suno_Suno_01_1.mp3,General,0.00,N/A,3.655,/Users/steven/Music/nocturneMelodies/Discography0g/Suno_Suno/Suno_Suno_01_1.mp3
Suno_Suno_05_1.mp3,General,0.00,N/A,4.035,/Users/steven/Music/nocturneMelodies/Discography0g/Suno_Suno/Suno_Suno_05_1.mp3
Cat_Barsik.mp3,General,0.00,N/A,5.38,/Users/steven/Music/nocturneMelodies/Discography0g/Cat_Barsik/Cat_Barsik.mp3
Journey_Journey_Through_The_Desert141_1.mp3,General,0.00,N/A,2.335,/Users/steven/Music/nocturneMelodies/Discography0g/Journey_Journey_Through_The_Desert141/Journey_Journey_Through_The_Desert141_1.mp3
Hecate_(1).mp3,General,0.00,N/A,3.754,/Users/steven/Music/nocturneMelodies/Discography0g/Hecate/Hecate_(1).mp3
Hecate.mp3,General,0.00,N/A,3.896,/Users/steven/Music/nocturneMelodies/Discography0g/Hecate/Hecate.mp3
King_Of_The_Bin.mp3,General,0.00,N/A,5.054,/Users/steven/Music/nocturneMelodies/Discography0g/King_Of_The_Bin/King_Of_The_Bin.mp3
Raccoon-Reading-Book-Trash-Reader-Shirt-Graphics-99333437-1-.jpg,General,0.00,N/A,0.053,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/Raccoon-Reading-Book-Trash-Reader-Shirt-Graphics-99333437-1-.jpg
RaccoonBandHoppyVibes.png,General,0.00,N/A,7.831,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/RaccoonBandHoppyVibes.png
junkyard-symphony-scraps.mp3,General,0.00,N/A,4.389,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/junkyard-symphony-scraps.mp3
RaccoonBandHoppyVibes.jpg,General,0.00,N/A,0.023,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/RaccoonBandHoppyVibes.jpg
RaccoonEatingRamen.jpeg,General,0.00,N/A,1.621,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/RaccoonEatingRamen.jpeg
Junkyard_Symphony_Scraps_(Remastered).mp3,General,0.00,N/A,4.386,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/Junkyard_Symphony_Scraps_(Remastered).mp3
RaccoonWeightliftingTrashBags.jpg,General,0.00,N/A,1.828,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/RaccoonWeightliftingTrashBags.jpg
urban_raccoon_reflection.jpg,General,0.00,N/A,0.022,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/urban_raccoon_reflection.jpg
Funny-Raccoon-Sublimation-Bundle-Graphics-97007730-6-580x387.jpg,General,0.00,N/A,0.031,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/Funny-Raccoon-Sublimation-Bundle-Graphics-97007730-6-580x387.jpg
Cool_Raccoon_Love_Stinks.jpg,General,0.00,N/A,0.038,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/Cool_Raccoon_Love_Stinks.jpg
Satirical_punk-infused_video_titled_Let_s_Get_TrasHy._Rebellious_raccoon_Sammy_wearing_a_p.jpg,General,0.00,N/A,0.064,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/Satirical_punk-infused_video_titled_Let_s_Get_TrasHy._Rebellious_raccoon_Sammy_wearing_a_p.jpg
RaccoonWineNight.png,General,0.00,N/A,7.827,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/RaccoonWineNight.png
RaccoonWineNight.jpg,AI/ML,1.00,N/A,0.016,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/RaccoonWineNight.jpg
cool_raccoon_vibes.jpg,General,0.00,N/A,0.048,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/cool_raccoon_vibes.jpg
Funny-Raccoon-Sublimation-Bundle-Graphics-97007730-3-580x387.jpg,AI/ML,1.00,N/A,0.033,/Users/steven/Music/nocturneMelodies/Discography0g/Junkyard_Symphony/Funny-Raccoon-Sublimation-Bundle-Graphics-97007730-3-580x387.jpg
